 ******* Program HYDRUS
 ******* 
 Esperance                                                               
 Date:  31. 7.2019    Time:  14:44:26
 Units: L = cm   , T = sec  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

   31552.0000  0.00000E+00  0.00000E+00 -0.11653E-10  0.00000E+00 -0.49834E-05  0.00000E+00  0.00000E+00 -0.17147E-05  0.00000E+00 -0.65821E+00 -0.17724E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73257E+00  0.00000E+00  0.13590E-05    238  0.00000E+00      0.000
   31852.0000  0.00000E+00  0.00000E+00 -0.33396E-11  0.00000E+00 -0.48115E-05  0.00000E+00  0.00000E+00 -0.17157E-05  0.00000E+00 -0.65965E+00 -0.17878E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.73113E+00  0.00000E+00  0.13590E-05    239  0.00000E+00      0.000
   32152.0000  0.00000E+00  0.00000E+00 -0.86118E-11  0.00000E+00 -0.46481E-05  0.00000E+00  0.00000E+00 -0.17183E-05  0.00000E+00 -0.66105E+00 -0.18028E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72974E+00  0.00000E+00  0.13590E-05    240  0.00000E+00      0.000
   32452.0000  0.00000E+00  0.00000E+00 -0.24158E-12  0.00000E+00 -0.44938E-05  0.00000E+00  0.00000E+00 -0.17184E-05  0.00000E+00 -0.66239E+00 -0.18173E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72839E+00  0.00000E+00  0.13590E-05    241  0.00000E+00      0.000
   32752.0000  0.00000E+00  0.00000E+00  0.43627E-11  0.00000E+00 -0.43476E-05  0.00000E+00  0.00000E+00 -0.17170E-05  0.00000E+00 -0.66370E+00 -0.18314E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72708E+00  0.00000E+00  0.13603E-05    242  0.00000E+00      0.000
   33052.0000  0.00000E+00  0.00000E+00 -0.92726E-11  0.00000E+00 -0.42084E-05  0.00000E+00  0.00000E+00 -0.17198E-05  0.00000E+00 -0.66496E+00 -0.18453E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72582E+00  0.00000E+00  0.13603E-05    243  0.00000E+00      0.000
   33352.0000  0.00000E+00  0.00000E+00 -0.38654E-11  0.00000E+00 -0.40761E-05  0.00000E+00  0.00000E+00 -0.17210E-05  0.00000E+00 -0.66618E+00 -0.18588E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72460E+00  0.00000E+00  0.13603E-05    244  0.00000E+00      0.000
   33652.0000  0.00000E+00  0.00000E+00 -0.25011E-11  0.00000E+00 -0.39506E-05  0.00000E+00  0.00000E+00 -0.17217E-05  0.00000E+00 -0.66737E+00 -0.18720E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72341E+00  0.00000E+00  0.13603E-05    245  0.00000E+00      0.000
   33952.0000  0.00000E+00  0.00000E+00 -0.51301E-11  0.00000E+00 -0.38308E-05  0.00000E+00  0.00000E+00 -0.17233E-05  0.00000E+00 -0.66852E+00 -0.18851E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72226E+00  0.00000E+00  0.13603E-05    246  0.00000E+00      0.000
   34252.0000  0.00000E+00  0.00000E+00 -0.58265E-11  0.00000E+00 -0.37166E-05  0.00000E+00  0.00000E+00 -0.17250E-05  0.00000E+00 -0.66963E+00 -0.18979E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72115E+00  0.00000E+00  0.13603E-05    247  0.00000E+00      0.000
   34552.0000  0.00000E+00  0.00000E+00  0.39222E-11  0.00000E+00 -0.36078E-05  0.00000E+00  0.00000E+00 -0.17238E-05  0.00000E+00 -0.67072E+00 -0.19107E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.72007E+00  0.00000E+00  0.13615E-05    248  0.00000E+00      0.000
   34702.5000  0.00000E+00  0.00000E+00 -0.10800E-11  0.00000E+00 -0.35546E-05  0.00000E+00  0.00000E+00 -0.17240E-05  0.00000E+00 -0.67125E+00 -0.19171E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71953E+00  0.00000E+00  0.13615E-05    249  0.00000E+00      0.000
   34853.0000  0.00000E+00  0.00000E+00  0.15703E-11  0.00000E+00 -0.35026E-05  0.00000E+00  0.00000E+00 -0.17238E-05  0.00000E+00 -0.67178E+00 -0.19235E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71901E+00  0.00000E+00  0.13618E-05    250  0.00000E+00      0.000
   35153.0000  0.00000E+00  0.00000E+00  0.30127E-11  0.00000E+00 -0.34029E-05  0.00000E+00  0.00000E+00 -0.17229E-05  0.00000E+00 -0.67280E+00 -0.19364E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71798E+00  0.00000E+00  0.13627E-05    251  0.00000E+00      0.000
   35453.0000  0.00000E+00  0.00000E+00 -0.51443E-11  0.00000E+00 -0.33078E-05  0.00000E+00  0.00000E+00 -0.17244E-05  0.00000E+00 -0.67379E+00 -0.19496E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71699E+00  0.00000E+00  0.13627E-05    252  0.00000E+00      0.000
   35753.0000  0.00000E+00  0.00000E+00 -0.17479E-11  0.00000E+00 -0.32167E-05  0.00000E+00  0.00000E+00 -0.17249E-05  0.00000E+00 -0.67476E+00 -0.19643E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71603E+00  0.00000E+00  0.13627E-05    253  0.00000E+00      0.000
   36053.0000  0.00000E+00  0.00000E+00  0.15419E-11  0.00000E+00 -0.31288E-05  0.00000E+00  0.00000E+00 -0.17245E-05  0.00000E+00 -0.67570E+00 -0.19823E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71509E+00  0.00000E+00  0.13631E-05    254  0.00000E+00      0.000
   36353.0000  0.00000E+00  0.00000E+00  0.91660E-12  0.00000E+00 -0.30444E-05  0.00000E+00  0.00000E+00 -0.17242E-05  0.00000E+00 -0.67661E+00 -0.19986E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71418E+00  0.00000E+00  0.13634E-05    255  0.00000E+00      0.000
   36653.0000  0.00000E+00  0.00000E+00 -0.74607E-12  0.00000E+00 -0.29632E-05  0.00000E+00  0.00000E+00 -0.17244E-05  0.00000E+00 -0.67750E+00 -0.20144E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71329E+00  0.00000E+00  0.13634E-05    256  0.00000E+00      0.000
   36953.0000  0.00000E+00  0.00000E+00 -0.58762E-11  0.00000E+00 -0.28844E-05  0.00000E+00  0.00000E+00 -0.17262E-05  0.00000E+00 -0.67836E+00 -0.20293E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71242E+00  0.00000E+00  0.13634E-05    257  0.00000E+00      0.000
   37253.0000  0.00000E+00  0.00000E+00 -0.34674E-11  0.00000E+00 -0.28084E-05  0.00000E+00  0.00000E+00 -0.17272E-05  0.00000E+00 -0.67921E+00 -0.20437E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71158E+00  0.00000E+00  0.13634E-05    258  0.00000E+00      0.000
   37553.0000  0.00000E+00  0.00000E+00 -0.79794E-11  0.00000E+00 -0.27351E-05  0.00000E+00  0.00000E+00 -0.17296E-05  0.00000E+00 -0.68003E+00 -0.20575E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.71076E+00  0.00000E+00  0.13634E-05    259  0.00000E+00      0.000
   37853.0000  0.00000E+00  0.00000E+00  0.11369E-12  0.00000E+00 -0.26636E-05  0.00000E+00  0.00000E+00 -0.17296E-05  0.00000E+00 -0.68083E+00 -0.20709E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70996E+00  0.00000E+00  0.13634E-05    260  0.00000E+00      0.000
   38153.0000  0.00000E+00  0.00000E+00 -0.37943E-11  0.00000E+00 -0.25948E-05  0.00000E+00  0.00000E+00 -0.17307E-05  0.00000E+00 -0.68160E+00 -0.20839E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70918E+00  0.00000E+00  0.13634E-05    261  0.00000E+00      0.000
   38453.0000  0.00000E+00  0.00000E+00  0.25722E-11  0.00000E+00 -0.25284E-05  0.00000E+00  0.00000E+00 -0.17300E-05  0.00000E+00 -0.68236E+00 -0.20965E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70842E+00  0.00000E+00  0.13642E-05    262  0.00000E+00      0.000
   38753.0000  0.00000E+00  0.00000E+00  0.41425E-11  0.00000E+00 -0.24639E-05  0.00000E+00  0.00000E+00 -0.17287E-05  0.00000E+00 -0.68310E+00 -0.21088E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70768E+00  0.00000E+00  0.13654E-05    263  0.00000E+00      0.000
   38903.5000  0.00000E+00  0.00000E+00  0.23945E-11  0.00000E+00 -0.24321E-05  0.00000E+00  0.00000E+00 -0.17284E-05  0.00000E+00 -0.68347E+00 -0.21148E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70732E+00  0.00000E+00  0.13658E-05    264  0.00000E+00      0.000
   39054.0000  0.00000E+00  0.00000E+00  0.77023E-11  0.00000E+00 -0.24010E-05  0.00000E+00  0.00000E+00 -0.17272E-05  0.00000E+00 -0.68383E+00 -0.21208E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70696E+00  0.00000E+00  0.13670E-05    265  0.00000E+00      0.000
   39354.0000  0.00000E+00  0.00000E+00 -0.78018E-11  0.00000E+00 -0.23410E-05  0.00000E+00  0.00000E+00 -0.17295E-05  0.00000E+00 -0.68453E+00 -0.21324E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70625E+00  0.00000E+00  0.13670E-05    266  0.00000E+00      0.000
   39654.0000  0.00000E+00  0.00000E+00 -0.57909E-11  0.00000E+00 -0.22828E-05  0.00000E+00  0.00000E+00 -0.17313E-05  0.00000E+00 -0.68522E+00 -0.21436E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70557E+00  0.00000E+00  0.13670E-05    267  0.00000E+00      0.000
   39954.0000  0.00000E+00  0.00000E+00 -0.40536E-11  0.00000E+00 -0.22266E-05  0.00000E+00  0.00000E+00 -0.17325E-05  0.00000E+00 -0.68588E+00 -0.21546E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70490E+00  0.00000E+00  0.13670E-05    268  0.00000E+00      0.000
   40254.0000  0.00000E+00  0.00000E+00 -0.64411E-11  0.00000E+00 -0.21725E-05  0.00000E+00  0.00000E+00 -0.17344E-05  0.00000E+00 -0.68654E+00 -0.21654E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70425E+00  0.00000E+00  0.13670E-05    269  0.00000E+00      0.000
   40554.0000  0.00000E+00  0.00000E+00  0.20677E-11  0.00000E+00 -0.21201E-05  0.00000E+00  0.00000E+00 -0.17338E-05  0.00000E+00 -0.68717E+00 -0.21758E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70361E+00  0.00000E+00  0.13676E-05    270  0.00000E+00      0.000
   40854.0000  0.00000E+00  0.00000E+00  0.28741E-11  0.00000E+00 -0.20694E-05  0.00000E+00  0.00000E+00 -0.17329E-05  0.00000E+00 -0.68779E+00 -0.21861E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70299E+00  0.00000E+00  0.13685E-05    271  0.00000E+00      0.000
   41154.0000  0.00000E+00  0.00000E+00  0.65548E-11  0.00000E+00 -0.20206E-05  0.00000E+00  0.00000E+00 -0.17310E-05  0.00000E+00 -0.68840E+00 -0.21961E+04  0.00000E+00 -0.29621E+04  0.00000E+00  0.00000E+00  0.70239E+00  0.00000E+00  0.13704E-05    272  0.00000E+00      0.000
end
